Supplier Code,Brand,Task Code,Purchase Code,Contact Information,Company Name,Country,Website,Description,Fisrt Communicated By,store link
S-998,CSB,TDR-762,,Wechat Num: 13716151989,"Beijing Teda Blue Sky Power Equipment Co., Ltd.",China,,1688- 5 years,Henry,
S-999,BEI,1881,,Wechat Num: 13817136125,"Shanghai Hanling Machinery Equipment Co., Ltd.",China,,1688- 8 years,Henry,https://shop4j84916g32j06.1688.com/
S-1000,VIPA,1885,,Wechat Num: 13221959495,"Ningbo Longyue Automation Technology Co., Ltd.",China,,1688- 6 years,Henry,https://www.1688.com/factory/b2b-2208192629416242a5.html
S-1001,VIPA,1885,,Wechat Num: 13553835313,"Dongguan Bomei Intelligent Technology Co., Ltd.",China,,1688- 3 years,Henry,https://www.1688.com/factory/b2b-221564550756085f35.html
S-1002,phoenix contact,776,,Wechat Num: 18217261072,"Shanghai Xunjia Electrical Automation Equipment Co., Ltd.",China,,wechat - 19 years,Hana ,
S-1003,phoenix contact,776,,Wechat Num: 17856676101,"Suzhou Herun Automation Equipment Co., Ltd.",China,,wechat - 10years,Hana ,
S-1004,Sitoda,tdr 766,,Wechat Num: 18128669149,"Dongguan Sitoda Optoelectronics Technology Co., Ltd.",China,,1688 11years ,Matin,https://www.1688.com/factory/b2b-2467786965.html
S-1005,HYDAC,tdr780,,Wechat Num: 15303161523,"Hebei Jizheng Environmental Protection Technology Co., Ltd.",China,,wechat -16 years,Hana ,
S-1006,Sushan Electric,1911,,Wechat Num: 15858779672,"Yueqing Jianyi Electric Co., Ltd.",China,,1688-11 years,Matin,https://jianyidq.1688.com/
S-1007,HIKIVISION,1937,,Wechat Num: 13205101880,"Shanghai Beichuan Electronic Technology Co., Ltd.",China,,1688-7 years,Henry,https://detail.1688.com/offer/948804884945.html?spm=a26352.13672862.offerlist.4.493d1e62K25SuT&offerId=948804884945&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=80b2243481c24240bd35713947b7191a&skuId=6070709050245&forcePC=1758195685263
S-1008,Mitsubishi,1935,,Wechat Num: 15920125841,"Guangzhou Lingkong Automation Technology Co., Ltd.",China ,,wechat - 9 years,Hana ,
S-1009,Seagate ,1937,,Wechat Num: 13416899560,Dongguan Zhangmutou Jiatong Digital Electronics Business Department,China,,wechat -12 years,Hana ,
S-1010,Seagate ,1937,,Wechat Num: 15957381899,"Yilong Crafts Store, Jianshe Street, Nanhu District, Jiaxing City",China,,wechat - 15 years ,Hana ,
S-1011,SIEMENS,tdr774,,Wechat Num: 18221096626,"Shanghai Shicheng Electrical Automation Co., Ltd.",China,,1688-2 years ,peter ,https://detail.1688.com/offer/863973077230.html?spm=a26352.13672862.offerlist.5.1bf51e628wpm5k&offerId=863973077230&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=b7e3c49645704ac283df9199669ae111&skuId=5853678562779&forcePC=1758274787951
S-1012,Emerson ,1983,,Wechat Num: 18948181742,"Shenzhen Longchen Automation Equipment Co., Ltd.",China ,,wechat - 6 years,Hana ,
S-1013,Broyce control,1943,,Wechat Num: No,"Shenzhen Yuanlida Electronics Co., Ltd.",China ,,1688- 17 years ,Henry,https://www.1688.com/factory/yuanlid003.html
S-1014,Rothenberger ,1977,,Wechat Num: 13914266553,"Speed __Industrial Products Wuxi Co., Ltd.",China ,,1688- 9 years ,Henry,https://sbdgongye.1688.com/
S-1015,ALCO,1972,,Wechat Num: 13716386628,"JITSU Cold Source (Beijing) Technology Co., Ltd.",China ,,1688- 13 years ,peter ,https://detail.1688.com/offer/579225741010.html?spm=a26352.13672862.offerlist.19.2c261e626aKsSB&offerId=579225741010&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=646c757f99ca4142a731237ed45ee4c9&skuId=5915217187270&forcePC=1758608730675
S-1016,ALCO,1972,,Wechat Num: 13808895066,"Guangzhou Xingang Refrigeration Equipment Co., Ltd.",China ,,1688- 11 years ,peter ,https://detail.1688.com/offer/682800179306.html?spm=a26352.13672862.offerlist.7.2c261e626aKsSB&offerId=682800179306&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=646c757f99ca4142a731237ed45ee4c9&skuId=5058433479120&forcePC=1758608729284
S-1017,weidmuller,2001,,Wechat Num: 18065927381,"              Xiamen Miller Electrical Equipment Co., Ltd.",China,,1688-12 years ,Matin,https://www.1688.com/factory/b2b-1780883772.html
S-1018,,1979,,Wechat Num: 15102167857,"Shanghai Changtianle Industrial Co., Ltd.",China,,wechat -15 years,Hana ,
S-308,,1979,,Wechat Num: 17750617628,"Xiamen Yuguan Trading Co., Ltd.",China,,wechat - 10 years,Hana ,
S-1019,,1979,,Wechat Num: 18302107647,"Shanghai Pusa Automation Equipment Co., Ltd.",China,,wechat - 9 years,Hana ,
S-1020,Meanwell,2012,,Wechat Num: 18822881553,"Hubei Weinan Technology Co., Ltd.",China,,1688 7years,Matin,https://www.1688.com/factory/b2b-2200745766454e09e1.html
S-1021,Meanwell,2012,,Wechat Num: ying2960,"Hangzhou Maogong Technology Co., Ltd",China,,alibaba 1 year,Matin,https://hzmaogo.en.alibaba.com/
S-1022,Motorola,2011,,Wechat Num: No,"Shenzhen Meistone Technology Co., Ltd.",China,,1688 20 years,Henry,https://www.1688.com/factory/maxton2000.html
S-1023,Motorola,2011,,Wechat Num: No,Nan'an City Xiamei Town Mengda Electronics Business Department,China,,1689 4 years,Henry,https://shop224c598n68934.1688.com/
S-1024,Meanwell,2016,,Wechat Num: 13537467159,Zhongyi Mechanical and Electrical Equipment-Cherry,China,,1688 12 years,Matin,https://shop1408466936194.1688.com/
S-1025,KRIWAN,2017,,Wechat Num: 19916510813,"Lixing Refrigeration Technology (Shanghai) Co., Ltd.",China,,1688-5 years,peter ,https://detail.1688.com/offer/957787042235.html?spm=a26352.13672862.offerlist.13.1de91e62Zfzgit&offerId=957787042235&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=79c0aaa7601a4575b358319fe96df607&skuId=6093780162145&forcePC=1758786417674
S-1026,KRIWAN,2017,,Wechat Num: 15001723665,"Shanghai Nenggong Industrial Co., Ltd.",China,,1688- 13 years ,peter ,https://detail.1688.com/offer/1279805408.html?spm=a26352.13672862.offerlist.7.1de91e62Zfzgit&offerId=1279805408&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=79c0aaa7601a4575b358319fe96df607&skuId=-1&forcePC=1758786418102
S-1027,MEANWELL,2012,,Wechat Num: narron31,Hangzhou narron electric technology,China ,,1688-12 years ,matin,https://narron31.1688.com/
S-1028,HAUBER,2000,,Wechat ID dj13240242574,"IsRoad Technology Co., Ltd.",China ,,Agent of China,Henry,
S-1029,SHIMADZU,2034,,Wechat Num: m275198794,"
Xi'AN AURORA TECHNOLOGY CO. LTD",China ,,alibaba 6 year,matin,https://xarakj.en.alibaba.com/
S-1030,Makeblock,2087,,Wechat Num: 13590138803,"Shenzhen Robotlinking Technology Co., Ltd.",China ,,Alibaba-7 years ,Henry,https://szrobotlinking.en.alibaba.com/index.html?spm=a2700.details.0.0.33085d5dtQpmqA&from=detail&productId=1601242581892
S-1031,Makeblock,2087,,Wechat Num: No,"Shenzhen Sunhokey Electronics Co., Ltd.",China ,,Alibaba-12 years ,Henry,https://sunhokeytech.en.alibaba.com/index.html?spm=a2700.details.0.0.62f16b24nlsER8&from=detail&productId=1600721742841
S-1032,Makeblock,2087,,Wechat Num: 17708238512,"Shenzhen Yijun Technology Co., Ltd.",China ,,1688-6 years ,Henry,https://shop3007054947381.1688.com/
S-1033,Shimadzu,2034,,Wechat Num: :+86 180 60096097,"Shijiazhuang Baile Electromechanical Equipment
Co., Ltd.",China ,,Alibaba  6 years,Matin,https://baileautomation.en.alibaba.com/
S-1034,WECON,2078,,Wechat Num: 13764924635,"Guangsui Network Technology (Shanghai) Co., Ltd.",China ,,1688-6 years ,peter ,https://air.1688.com/app/ocms-fusion-components-1688/def_cbu_web_im/index.html?touid=cnalichn%E5%85%89%E7%A9%97%E7%BD%91%E7%BB%9C%E7%A7%91%E6%8A%80666&siteid=cnalichn&status=1&portalId=&gid=&offerId=620010499646&itemsId=&spmid=a261y.25179003.0&sourceValue=%7B%22offerId%22%253A%22620010499646%22%252C%22targetLoginId%22%253A%22%E5%85%89%E7%A9%97%E7%BD%91%E7%BB%9C%E7%A7%91%E6%8A%80666%22%252C%22sourceType%22%253A%22pcOD%22%252C%22source%22%253A%22od%22%7D#/
S-1035,Schneider,2090,,Wechat Num: 13501558028,"Shenzhen Changnengsheng Energy Saving Technology Co., Ltd.",China ,,1688-8 years ,Henry,https://shop1404376928748.1688.com/page/contactinfo.htm?spm=a2615.2177701.wp_pc_common_topnav.0
S-1036,SIEMENS,2162,,Wechat Num: 13767414771,"Shenzhen Pushixin Technology Co., Ltd",China ,,Alibaba 13 years,Matin,https://psx.en.alibaba.com/
S-1037,SIEMENS,2162,,Wechat Num: Amily1147,"Guangzhou Eason Automation Company Limited
",China ,,Alibaba 10 years,Matin,https://gzaiwell.en.alibaba.com/
S-1038,Proface,2180,,Wechat Num:  13816971830,"Shanghai Huichao Transmission Equipment Co., Ltd.",China ,,Wechat - 8 years,Hana,
S-1039,Proface,2180,,Wechat Num: 13120600359,"Shanghai Kunsu Automation System Co., Ltd.",China ,,Wechat - 14 years,Hana,
S-1040,Proface,2180,,Wechat Num: 15919955120,"Shenzhen Lifei Automation Equipment Co., Ltd.",China ,,Wechat - 8 years,Hana,
S-1041,SERVOMEX,2193,,Wechat Num: 13823195664,"Shenzhen Jinqitai Electronics Co., Ltd.",China ,,wechat -12 years,Hana,
S-1042,,2180,,Wechat Num: 13922326512,"Guangzhou Ruisen Automation Equipment Co., Ltd.",China ,,wechat - 8 years,Hana ,
S-1043,Eaton,2169,,Wechat Num: 13188147917,"Shiny-Control Technology Develop(Beijing)
Co.,Ltd",China ,,Alibaba 7 years ,Matin,https://message.alibaba.com/message/messenger.htm?activeAccountId=271864261&activeAccountIdEncrypt=MC1IDX124fVE4kwTZMUZwCB8bceUVLfsB3c0Q1pWChgk33jiNN0ZwuUlIPShsBfTqzmHgju&chatToken=TDFKeWNGRlpkWFZTWmtkNFRYRnZjVWxhVTBsU2RVcHNkRVpKVTJsMlRteERiM0ZyWlhrM2VHMXhZeTkwTVVSb2RIQnFRMGxKTmtONE9GSllWWFFyVGxRdlZXNVRORWN5YkUweFVXTkxUaloyVURac1RrOTRkVEZ0TjJocFowTnZiRzV0V1RSTU9UTnhUMlJwWVU5TWRsQllkWFUxTURaMVpFNXNjMFpVTUVrdlRFcFZSWGg2ZEhGc1ZrNHJjVEZvT0dOblFXUlliRlp4TVZrNGNtNTFUM1kwYm5GUk16TktOREpSUFE9PSZ2ZXJzaW9uPTIuMC4w
S-1044,phoenix contact,2177,,Wechat Num: 18170087827,"Nanchang Brownlin Technology Development Co., Ltd.",China ,,wechat - 10 years,Hana ,
S-1045,korenix,2222,,Wechat Num: 18600206239,"Beijing Chuqi Instrument Co., Ltd.",China ,,wechat - 10 years,Hana,
S-1046,Samwha,2221,,Wechat ID: ysysljj--mtdsxxx,"Zhejiang Hannuo Electric Co., Ltd.",China ,,Alibaba- 6 years ,Henry,https://www.alibaba.com/product-detail/Samwha-Dsp-TRM-25-Manual-Semi_1600338805037.html?spm=a2700.galleryofferlist.normal_offer.d_title.3ae913a0V6F4ED&priceId=a9ccb23faa844f4b8858dc1861db6872
S-1047,Danfos,2232,,Wechat Num: 8618924939819,"Shenzhen Hongsongyuan Technology Co., Ltd.",China ,,1688 4 years ,Matin,https://www.1688.com/factory/b2b-22133651148787ac50.html
S-1048,Danfos,2232,,Wechat Num: 18622580662,"Tianjin Huarui Boyang Technology Co., Ltd.",China ,,1688 6 years ,Matin,https://tjhrby.1688.com/
S-1049,Danfos,2232,,Wechat Num:  13926225989 ,"Guangzhou Yunxiang Mechanical and Electrical Equipment Co., Ltd.",China ,,1688 4 years ,Matin,https://shop12731895j97l1.1688.com/
S-1050,AVK,TDR798,,Wechat Num: 15312224569,"Jiangsu Tisco Industrial Co., Ltd.",China ,,Alibaba- 7 years ,Peter,https://joinjs.en.alibaba.com/index.html?spm=a2700.details.0.0.4ec23407sSNqcl&from=detail&productId=1601430082850
S-1051,Danfos,2232,,Wechat Num: +8613926285288,"Guangzhou sizhuo Trading Co., Ltd.",China ,,1688 8 years ,Matin,https://gzsizhuo.1688.com/
S-1052,Danfos,2232,,Wechat Num: 13655865359,Linhai Solan Air Compressor Business Department,China ,,1688 15 years ,Matin,https://lhslkyj.1688.com/
S-1053,SHAW,2222,,Wechat Num: 173 1760 8376,"Ms. Lisa Liu
Shaw Dewpoint Meters (China Representative Office)
Shaw Instruments (Shanghai) Co., Ltd.",China ,,Main company,HANA,
S-1054,Turck,2238,,Wechat Num: ,Yueqing Liushi Dongteng Electric Appliance Factory,China ,,1688-9 years ,Henry,https://www.1688.com/factory/b2b-2830897928fa2bc.html
S-1055,Turck,2238,,Wechat Num: ,Yueqing Yiou Electric Appliance Factory,China ,,1688-14 years ,Henry,https://www.1688.com/factory/lbbq168.html
S-1056,Turck,2238,,Wechat Num: ,"Suzhou Jiaerste Industrial Automation Co., Ltd.",China ,,1688-8 years ,Henry,https://karlste.1688.com/
S-1057,Vögtlin,1550,,Wechat Num: 19857113161,"Hangzhou Yushi Technology Co., Ltd.",China ,,1688-3 years ,Peter ,https://detail.1688.com/offer/780176218198.html?spm=a26352.13672862.offerlist.1.36361e62vqF2aG&offerId=780176218198&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=5524056267494&trace_log=normal&uuid=7df9fed52b884f59a647a5f11ff6c3cf&forcePC=1760931935477
S-1058,MeanWell,2245,,Wechat Num: 15026665807,"Shanghai Jingwei Electronic Technology Co., Ltd.",China ,,1688-16 years ,Henry,https://meanwellchina.1688.com/
S-1059,MeanWell,2245,,Wechat Num :,"Dongguan Zhongcheng Weiye Automation Co., Ltd.",China ,,1688-3 years ,Henry,https://www.1688.com/factory/b2b-22161813433079e26e.html
S-1060,Minmax,,,Wechat Num: 13692205556,"Shenzhen Jingusheng Technology Co., Ltd.",China ,,1688 8 years ,Matin,https://www.1688.com/factory/b2b-3713081317c1e49.html
S-1061,Minmax,,,Wechat Num: 13728792339,"Shenzhen Quanyuantong Electronics Co., Ltd.",China ,,1688 14 years ,Matin,https://quanyt3.1688.com/
S-1062,Telwin,2247,,Wechat Num: 13338181796,"Changzhou Maizi Automation Technology Co., Ltd.",China ,,1688 8 years ,Matin,https://shop35o06470545o2.1688.com/
S-1063,Telwin,2247,,Wechat Num: 13501178736,"Beijing Taike Electromechanical Equipment Co., Ltd.",China ,,1688  19 years ,Matin,https://www.1688.com/factory/tianrunlihong.html
S-1064,Telwin,2247,,Wechat Num: 15910511917,"Beijing Conrad Electromechanical Technology Co., Ltd.",China ,,1688 8 years ,Matin,https://www.1688.com/factory/b2b-391716460633f48.html
S-1065,MeanWell,2260,,Wechat Num: ,"Shanghai Jingwei Electronic Technology Co., Ltd.",China ,,1688 16 years,Matin,https://meanwellchina.1688.com/
S-1066,Allen Bradley,2301,,Wechat Num: 13376984225,"Xiamen Rongfeng Electrical Equipment Co., Ltd.",China ,,wechat - 3 years,Hana ,
S-1067,Siemens,2282,,Wechat Num: 173 4362 0206,"Hunan Hanzhi Automation Equipment Co., Ltd.",China ,,1688 7 YEARS ,Matin,https://shop71897c3a696c4.1688.com/
S-1068,Siemens,2282,,Wechat Num: +8615220312958,"Dongguan Ouke Automation Equipment Co., Ltd.",China ,,Alibaba 9 years ,Matin,https://cn1520156719glzh.en.alibaba.com/
S-1069,Siemens,2282,,Wechat Num: +86 177 449 599 12 ,"Shenzhen Kason Electronic Technology Co., Limited",China ,,Alibaba 3 years ,Matin,https://kasonelec2023.en.alibaba.com/
S-1069,Siemens,2282,,Wechat Num:  Phyllis_Xiao,"Wuhan Mitkco Electronics Co.,Ltd",China ,,Alibaba 7 years ,Matin,https://mitkco.en.alibaba.com/
S-1071,,,,Wechat Num: ,,China ,,,,
S-1072,,,,Wechat Num: ,,China ,,,,
S-1073,,,,Wechat Num: ,,China ,,,,
S-1070,Kobelco,2181,,Wechat Num: 15069589258,"Liaocheng Yongjin Engineering Machinery Co., Ltd.",China ,,1688- 1 year,Peter,https://detail.1688.com/offer/884188639770.html?spm=a26352.13672862.offerlist.140.38661e62QHuuV5&cosite=-&tracelog=p4p&_p_isad=1&clickid=a9a3d3ac79f6418a8d5c8431bd731389&sessionid=9c5638f0e5d08a66b50e09a056dd9b01
S-1071,Kobelco,2181,,Wechat Num: 18680204130,"Guangzhou Weiyi Machinery Equipment Co., Ltd.",China ,,1688-4years,Peter,https://detail.1688.com/offer/703494705033.html?spm=a26352.13672862.offerlist.21.38661e62QHuuV5&cosite=-&tracelog=p4p&_p_isad=1&clickid=bf46c85dd8dc4ebd91ba243e69f84d74&sessionid=9c5638f0e5d08a66b50e09a056dd9b01
S-1072,Yuken,2402,,Wechat Num: 19962127969,"Kunshan Yanbao Hydraulic Equipment Co., Ltd.",China ,,1688-11 years,Peter,https://detail.1688.com/offer/568785074323.html?spm=a26352.13672862.offerlist.54.15ac1e620aIZDu&offerId=568785074323&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=5941ae26a3c84dd6a72e0724d11dcc7e&skuId=5064944283691&forcePC=1761728185892
S-1073,Yuken,2402,,Wechat Num: 13306257278,"Wuxi Kunhong Electromechanical Co., Ltd.",China ,,1688-2 years,Peter,https://detail.1688.com/offer/835567024582.html?spm=a26352.13672862.offerlist.30.15ac1e620aIZDu&offerId=835567024582&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=5941ae26a3c84dd6a72e0724d11dcc7e&skuId=5756405530661&forcePC=1761728111865
S-1071,siemens,2388,,Wechat Num: ,"Sichuan Hongjun Science And Technology Co., Ltd.",China ,,alibaba 11 years ,matin,https://hongjunst.en.alibaba.com/
S-1073,Smitec,2427,,Wechat Num: 17750583582,Xiamen Huli District Xinjiecheng Department Store (Sole Business Owner),China,,wechat - 1 year,HANA ,
S-1074,PILZ,2412,,Wechat Num: 13538215505,"Shenzhen Yunhuilai Electronic Co., Ltd.",China ,,Alibaba 12 years ,Matin,https://yhlelec.en.alibaba.com/
S-1075,PILZ,2412,,Wechat Num: +86 13790272946,"Dongguan Xiwang Technology Co., Ltd.",China ,,Alibaba7 years ,Matin,https://xiwangtech.en.alibaba.com/
S-1076,PILZ,2412,,Wechat Num: ,"Shenzhen Jinshengwei Technology Co., Ltd.",China ,,Alibaba9 years ,Matin,https://kingsunm.en.alibaba.com/
S-1077,PILZ,2412,,Wechat Num: 81726935792617269357926,"Shanghai Dikai Automation Co., Ltd.",China ,,Alibaba6 years ,Matin,https://dikaiautomate.en.alibaba.com/
S-1078,Allen Bradley,2432,,Wechat Num: 18030177860,"Xiamen Rongfeng Electrical Equipment Co., Ltd.",China ,,wechat - 1 year,Hana ,
S-1079,Allen Bradley,2432,,Wechat Num: ,"Xiamen Rongfeng Electrical Equipment Co., Ltd.",China ,,wechat - 6 year,Hana ,
S-1080,ABB,2421,,Wechat Num: 19129224926,"Shenzhen Changxin Automation Equipment Co., Ltd.",China ,,wechat - 9 years,Hana ,
S-1081,SEW,2385,,Wechat Num: 15013756275,"Shenzhen Qunchuang Machinery Equipment Co., Ltd.",China ,,,,
S-1082,cooling fan ,2441,,Wechat Num: ,"Beijing Henry Mechanical & Electrical Equipment Co,Ltd",China ,,alibaba -7 years ,matin,https://bjhenry.en.alibaba.com/
S-1083,CHEMXIN,2441,,Wechat Num: +8613538985706,"Guangzhou Chemxin Environmental Material Co., Ltd.",China ,,alibaba 10 years ,matin,https://chemxin.en.alibaba.com/
S-1084,GE,2453,,Wechat Num: 18600002213,"Wuhan Xincheng Electromechanical Equipment Co., Ltd.",China ,,wechat 3 years ,Hana ,
S-1085,GE,2453,,Wechat Num: 15083721024,"Jiangxi Zhichuang Lianke Electromechanical Equipment Co., Ltd.",China ,,wechat - 1 year,Hana ,
S-1086,Simens ,2463,,Wechat Num: +86 15565782121,Wuhan Mitkco Electronics ,China ,,alibaba 9 years ,Matin ,https://kbsse.en.alibaba.com/
S-1087,SEW,2385,,Whatapp : +971 55 176 2388,Al Menhali H.E Trading LLC,China ,,,Hana ,
S-1088,Smitec,2374,,Wechat Num: +8613827408760,"Shenzhen Zhending Applied Technology Co., Ltd.",China ,,alibaba 6 years,Matin ,https://zdyyong.en.alibaba.com/
S-1089,Highly,2445,,Wechat Num: 13450460020,"Dongguan Ganghui Refrigeration Equipment Co., Ltd.",China ,,1688 - 19 years,Peter,https://detail.1688.com/offer/939125378931.html?spm=a26352.13672862.offerlist.25.5d1b1e62NDc0qq&offerId=939125378931&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=9aba2a99e312479fb996b67b72ece3bd&skuId=6002740207396&forcePC=1762245913314
S-1090,Highly,2446,,Wechat Num: 13922124048,"Guangdong Ruihong Refrigeration Engineering Co., Ltd.",China ,,1688 - 4 years,peter ,https://detail.1688.com/offer/707823473153.html?spm=a26352.13672862.offerlist.9.5d1b1e62NDc0qq&offerId=707823473153&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=9aba2a99e312479fb996b67b72ece3bd&skuId=5146022479010&forcePC=1762245897671
S-1091,Siemens,2476,,Wechat Num: A19968005819,"Guangxi Nanning Craftsman Electromechanical Equipment Co., Ltd.",China ,,alibaba 7 years ,matin ,https://nngjjd.en.alibaba.com/
S-1092,Siemens,2519,,Wechat Num: 13590189992,"Shenzhen Airuichen Technology Co., Limited",China ,,alibaba 13 years ,matin ,https://airuichen.en.alibaba.com/
S-1093,NANA,,,Wechat Num: ,,,,,Hana ,
S-1094,YASKAWA,2538,,Wechat Num: 18025100815,"Dongguan Vision Automation Equipment Technology Co., Ltd.",China ,,wechat - 6 years,Hana ,
S-1095,SHYX,2548,,Wechat Num: 008613961018925 ,"Shanghai Silver Tin Temperature Measuring Equipment Co., Ltd.",China ,,alibaba 8 years ,matin ,
S-1096,mitsubishi,2502,,EMAIL : sales@nexamena.com,Nexa general trading ,UAE ,,,Hana ,
S-1097,Lovato ,2535,,EMAIL : Mohammed.Siddiqui@lovatoelectric.ae,LOVATO ELECTRIC ME FZE,UAE ,,Main company ,Hana ,
S-1098,mitsubishi,2502,,"Wechat Num: Wuhan Wanfutong Electric Co., Ltd.","Wuhan Wanfutong Electric Co., Ltd.",China ,,wechat - 16years,Hana ,
S-1099,TESCOM-EMERSON ,,,Wechat Num: 13032169980,"Xiangjing (Shanghai) Electromechanical Technology Co., Ltd.",China ,,wechat - 10 year,Hana ,
S-1100,Fotek,2574,,"Wechat Num: 
+8618060096693   ","Quanzhou Bole Automation Engineering Co., Ltd.",China ,,Alibab 8 years ,Matin,https://hboeth.en.alibaba.com/
S-1101,Allen Bradley,2487,,Wechat Num: 18030148551,"Jinhua Turan E-commerce Co., Ltd.",China ,,wechat - 5 years,Hana ,
S-1102,Siemens ,2609,,Wechat Num: Falldays826,Jilin Batu Trade Limited Company,China ,,Alibab 8 years ,Matin,https://jlbatu.en.alibaba.com/
S-1103,Meanwell,2610,,Wechat Num: +86 15957499183,"Ningbo Dericsson Electronics Co.,Ltd.",China ,,Alibab 14 years ,Matin,https://dericsson.en.alibaba.com/
S-1104,Meanwell,2610,,Wechat Num: +86 187-6847-0762,"Hangzhou Jiang Technology Co., Ltd.",China ,,Alibab 11years ,Matin,"Hangzhou Jiang Technology Co., Ltd."
S-1105,ABB,2599,,Wechat Num: 18908361438,"Chongqing Zhuangying Technology Co., Ltd.",China ,,Wechat-  13 years,Hana ,
S-1106,Releco,2619,,Wechat Num: 13736399879,"Zhejiang Shuntong Electric Co., Ltd.",China,,wechat -16 years,Hana ,
S-1107,Releco,2619,,Wechat Num: 15989518154 ,"Shenzhen Mingxing Trading Co., Ltd.",China,,wechat - 12 years,Hana ,
S-1108,Sunmoon,2625,,Wechat Num: ,"Shenzhen Lesong Electronics Co., Ltd.",China,,1688 - 5 years,Henry,https://www.1688.com/factory/b2b-2211446430820b9033.html
S-1109,Sunmoon,2625,,Wechat Num: ,Panasonic/Panasonic Brand Flagship Store,China,,1688 - 9 years,Henry,https://www.1688.com/factory/b2b-3355336728ffb7a.html
S-1110,IFM,2625,,Wechat Num: 18259150609,"Fuzhou Jingchi Automation Equipment Co., Ltd.",China,,1688 - 10 years,Henry,https://shop1436750994570.1688.com/
S-1111,IFM,2625,,Wechat Num: ,,China,,1688 - 9 years,Henry,
S-1112,ABB,TR870,,Wechat Num: hxcz168888,"Shenzhen Hongteng Chuangxing Technology Co., Ltd.",China ,,wechat - 5 years,Hana ,
S-1113,Emerson ,2593,,Wechat Num: 15940802785,"Kopukel Technology (Dalian) Co., Ltd.",China,,Wechat - 7 years,Hana ,
S-1114,sick,2617,,Wechat Num: ,"Shantou Rongtai Packaging Equipment Co., Ltd.",China,,alibaba 16 years ,matin,https://rtpacking.en.alibaba.com/
S-1115,VORTICE ,2495,,Whats APP: +971 50 436 2531,ARABIAN VISION ELECT & SANITARY WARE TR. L.L.C,UAE ,,Whatsapp,Hana ,
S-1116,Yaskawa,2510,,Wechat Num: +971 54 994 2177 - Email:sales@pokharamotors.com,Pokhara Trading LLC SP,UAW,,Whatsapp,Hana ,
S-1117,Shanghai Huaxin Electromechanical,2656,,Wechat Num15906542304 ,"Shanghai Nengken Electric Co., Ltd.",China,,1688 - 12 years,Henry,https://www.1688.com/factory/b2b-2007022575.html
S-1118,Taitil,,,Wechat Num: ,"Sanmen Taili Motor Co., Ltd.",China,,alibaba 9 years ,matin,https://motortl.en.alibaba.com/
S-1119,Allen Bradley,2681,,Wechat Num: 15339052544,"Shaanxi Xinhongran Automation Equipment Co., Ltd.",China ,,wechat -8 years,Hana ,
S-1120,E+H,2695,,Wechat Num: 13600808646,"Fuzhou Funuo Automation Equipment Co., Ltd.",China,,wechat -1 3 years,Hana ,
S-1121,Mitsubishi ,,,Wechat Num: +971 52 649 4720,Universe Middle East,UAE,,Waths App ,Hana ,
S-1122,Uniop,2645,,Wechat Num: +48 607 617 214,ZELTECH MECHATRONIKA Sp. z o. o.,Poland,,Website,Henry,www.zeltech.pl
S-1123,Mikrotik,2686,,Wechat Num: +86 134 1032 1776,"Shenzhen Foclink Communication Tech. Co., Ltd.",China,,Alibab 9 years ,matin,https://foclink1.en.alibaba.com/
S-1124,phoenix contact,2703,,Wechat Num: 15800458015,"Shanghai Yijin Automation Equipment Co., Ltd.",china ,,wechat - 9 years,Hana ,
S-1125,phoenix contact,2703,,Wechat Num: 187 51820002,"Nanjing Biaoshang Electric Co., Ltd.",China ,,wechat - 13 years,Hana ,
S-1126,Moxa,2702,,Wechat Num: 13712074060,"Dongguan Fulingchuan Automation Equipment Co., Ltd.",China ,,wechat - 5 years,Hana ,
S-1127,Honeywell,,,Wechat Num: iamxi88,"Shenzhen Xu Da Century Technology Co., Ltd.",China ,,Alibab 9 years ,Matin,https://xudac.en.alibaba.com/
S-1128,Druck ,2717,,,"Shenzhen Yili Chuangneng Technology Co., Ltd.",China ,,1688 - 16 years,Henry,https://szelcn.1688.com/
S-1129,TST,2723,,Wechat Num: 15510211780,"Machinery _ Equipment(Beijing)Co.,Ltd ",China,,Agent,Henry,
S-1130,VAISALA,TDR898,,Wechat Num:139 2118 6818,"Wuxi Huikete Measurement and Control Technology Co., Ltd.",China,,wechat - 12 years,Hana ,
S-1131,VAISALA,TDR898,,Wechat Num:13510752702,Shenzhen Sannuo Instrument Equipment Factory,China,,wechat - 19 years,Hana ,
S-1132,PILZ,2734,,Wechat Num:18259150609,"Fuzhou Jingchi Automation Equipment Co., Ltd.",China,,wechat-10 years,Hana ,
